data,lat,lon,veiculos,mortos,endereco,severidade,vitimas,feridos,tipo_acidente,id_acidente,driverIncidenteDetails_id
2017-10-25 22:10:00,-23.526877,-46.605871,2,0,R PAULO ANDRIGHETTI,Vítimas Feridas,1,1,Colisão transversal,D101700208,b17d3c32-18df-47a4-bbe2-db473941b067
2017-10-21 01:30:00,-23.667285,-46.689915,2,2,AV NSRA DE SABARA,Vítimas Fatais,2,0,Colisão,D101700461,8fdd933c-ca80-4e5c-8278-cb97180fb90a
2017-10-20 10:32:00,-23.521608999999998,-46.625457,2,0,AV CRUZEIRO DO SUL,Vítimas Feridas,1,1,Colisão traseira,D101703178,fefda66d-19d8-444c-a930-42c0954cdb92
2017-10-20 09:55:00,-23.544723,-46.593998,1,0,AV ALCANTARA MACHADO,Vítimas Feridas,1,1,Atropelamento,D101701821,e5b9a18a-d465-48c5-bcce-87a6c4b0166b
2017-10-17 15:30:00,-23.480331,-46.574416,2,0,R TTE SOTOMANO,Vítimas Feridas,1,1,Choque,D101700837,5050c4d6-490e-44ff-b39e-b1703b989264
2017-10-17 09:00:00,-23.463579,-46.597986999999996,2,0,R CANATIAR,Vítimas Feridas,1,1,Colisão lateral,D101700314,a4135fbd-a774-466d-8527-069372b002ff
2017-10-14 22:30:00,-23.548412,-46.650890999999994,2,0,R DA CONSOLACAO,Vítimas Feridas,1,1,Colisão lateral,D101700606,e434794e-de70-4f48-94f5-c871d4a27114
2017-10-14 09:00:00,-23.569432,-46.691926,2,0,AV BRIG FARIA LIMA,Vítimas Feridas,1,1,Colisão,D101700541,ef79d268-9060-4a22-a108-d221786d3199
2017-10-13 14:50:00,-23.598388,-46.642714,2,0,R BOTUCATU,Vítimas Feridas,1,1,Colisão transversal,D101702842,0d08ad00-6261-466a-a6f5-2f98ddc5d82d
2017-10-13 04:15:00,-23.552626,-46.617197,2,1,AV ALCANTARA MACHADO,Vítimas Fatais,1,0,Colisão frontal,D101701050,aaf59ef4-55ea-4498-93ff-912b99a76552
2017-10-12 22:15:00,-23.633464,-46.668966999999995,2,1,AV WASHINGTON LUIS,Vítimas Fatais,1,0,Colisão transversal,D101701479,00403a4d-709b-4e93-8c6f-a5709de8b0fe
2017-10-12 12:40:00,-23.749317,-46.687632,2,0,PC DO XERIFE,Vítimas Feridas,1,1,Colisão frontal,D101701822,90ffd67f-eca9-4e9c-b12f-4daea0e2e81d
2017-10-12 12:00:00,-23.538725,-46.566813,2,0,R MELO FREIRE,Vítimas Feridas,1,1,Colisão transversal,D101700684,d7ae8293-f457-4c1c-934e-39ea4df258c8
2017-10-11 00:00:00,-23.484833,-46.478953999999995,2,0,R DR ASSIS RIBEIRO,Vítimas Feridas,1,1,Colisão,D101700933,a9b79e6e-88aa-47fd-bb57-2a73bef20d51
2017-10-10 01:00:00,-23.604902,-46.63697,2,0,AV JABAQUARA,Vítimas Feridas,1,1,Colisão,D101702041,c1c4c65a-1849-49c9-8ef5-b3890e1b2aa5
2017-10-09 21:10:00,-23.510231,-46.689919,2,0,AV COMEN MARTINELLI,Vítimas Feridas,1,1,Colisão,D101702934,a9f169ea-78c7-4fc6-b40a-b34bf01e335c
2017-10-08 21:55:00,-23.457461,-46.682497,2,0,R SEVERINO NUNES DA COSTA,Vítimas Feridas,1,1,Colisão,D101702936,05c90753-3691-43a9-93be-3616c78c3f00
2017-10-07 21:49:00,-23.514785,-46.547940999999994,2,0,AV GOV CARVALHO PINTO,Vítimas Feridas,1,1,Colisão,D101700979,ce85f5d0-f8a9-466e-8e92-9f291c3f096a
2017-10-06 19:00:00,-23.597542,-46.627702,3,0,R STA CRUZ,Vítimas Feridas,1,1,Colisão,D101700784,d439e9c1-b6d5-4e10-b073-efca4894d20a
2017-10-05 19:30:00,-23.458619,-46.607707,2,0,R MANUEL GAYA,Vítimas Feridas,1,1,Colisão transversal,D101700883,b07df971-306f-4876-a98c-64cc71b82097
2017-10-04 20:00:00,-23.540532000000002,-46.664315,1,0,AV PACAEMBU,Vítimas Feridas,2,2,Atropelamento,D101701029,8e9bdc73-a63d-465d-9035-e27fe271a17d
2017-10-01 22:30:00,-23.564311,-46.629785,2,0,R PIRES DA MOTA,Vítimas Feridas,1,1,Colisão,D101700698,6add10b4-ffcd-41a3-b3fb-5993b6c36509
2017-09-30 18:44:00,-23.507786,-46.578439,2,0,AV DAS CEREJEIRAS,Vítimas Feridas,1,1,Colisão,D091702907,fa6d2edc-5af7-4c6b-ba4a-823f3344d4d8
2017-09-29 22:00:00,-23.466172,-46.5965,2,0,R MANUEL GAYA,Vítimas Feridas,1,1,Colisão,D091703183,1beac672-9240-49a2-8950-2f7ead23f97f
2017-09-29 21:40:00,-23.547496,-46.715654,2,0,PC BEETHOVEN,Vítimas Feridas,1,1,Colisão,D091702846,dbb45e66-282b-4a19-86d9-a12345b6f1f5
2017-09-29 21:33:00,-23.62959,-46.684727,2,0,AV PROF VICENTE RAO,Vítimas Feridas,1,1,Colisão,D091703059,3d332dd2-d3eb-4bfd-8b0c-28a2a1f3be97
2017-09-29 20:30:00,-23.449798,-46.70071,2,0,AV DEP CANTIDIO SAMPAIO,Vítimas Feridas,1,1,Colisão,D091702858,0f309266-20b2-4fc3-a245-241a05e5ec32
2017-09-28 14:19:00,-23.577215,-46.657001,1,0,R MANUEL DA NOBREGA,Vítimas Feridas,1,1,Atropelamento,D091703096,54cd3b9b-5fe1-4c5d-bad7-0117b7323662
2017-09-28 12:30:00,-23.550703,-46.645846999999996,2,0,R AVANHANDAVA,Vítimas Feridas,1,1,Colisão transversal,D091703031,1b3b1048-0c51-42ea-9ec7-355f580856f0
2017-09-27 20:43:00,-23.461526,-46.575623,2,0,R IGARITE,Vítimas Feridas,1,1,Colisão,D091702901,ae509a17-1680-417b-a89b-ee6c085b5255
2017-09-27 13:00:00,-23.557067,-46.651146000000004,2,0,R DR PLINIO BARRETO,Vítimas Feridas,1,1,Colisão,D091703238,91d79f70-f15d-45de-b804-227d36027d2a
2017-09-26 21:35:00,-23.585645,-46.757078,2,0,R DR SAMPAIO FREIRE,Vítimas Feridas,1,1,Colisão lateral,D091703361,ec2ace4f-4c62-49f1-9a1a-c462375d494a
2017-09-26 15:30:00,-23.5808,-46.499521,2,0,AV RIO DAS PEDRAS,Vítimas Feridas,1,1,Colisão,D091701587,617bc671-6578-4dc2-8bfa-9093df70954b
2017-09-26 10:06:00,-23.482495999999998,-46.412991,2,0,R UBAPITANGA,Vítimas Feridas,1,1,Colisão,D091703138,d7839c27-a983-423e-8685-0af8c74e9a2e
2017-09-26 02:59:00,-23.569323,-46.671884000000006,2,0,R COLOMBIA,Vítimas Feridas,1,1,Colisão,D091703409,ce22f866-9e26-4d29-8024-cdb38d97e911
2017-09-26 00:46:00,-23.558446,-46.650863,2,0,R SILVIA,Vítimas Feridas,1,1,Colisão,D091700686,26624b93-56f1-4f11-8b42-5eaeebadf164
2017-09-25 21:30:00,-23.501019,-46.510594,2,0,R MELO DE PORTUGAL,Vítimas Feridas,1,1,Colisão,D091702980,766081e6-fa5c-4c43-9d41-3c325b07a458
2017-09-25 15:20:00,-23.548529000000002,-46.650523,2,0,R MARQ DE PARANAGUA,Vítimas Feridas,1,1,Colisão,D091701997,e53a3492-e32c-4dd6-b731-27dcc662e4b7
2017-09-24 22:42:00,-23.547713,-46.715406,2,0,AV PROF FONSECA RODRIGUES,Vítimas Feridas,1,1,Colisão,D091701198,c18ad50f-0ad6-4770-b4ac-b08c53931e0d
2017-09-24 07:20:00,-23.538513000000002,-46.60341,2,1,AV CELSO GARCIA,Vítimas Fatais,1,0,Colisão,D091700936,f3d15875-d20c-49f7-80be-fa3bcecc52d0
2017-09-23 13:00:00,-23.557370000000002,-46.701201,2,0,AV PEDROSO DE MORAIS,Vítimas Feridas,1,1,Colisão,D091702420,3572a1f9-72e0-4fde-b3b4-5aee711e3c41
2017-09-23 12:10:00,-23.520198999999998,-46.745893,2,0,PTE DOS REMEDIOS-CARMEN F. NEVES,Vítimas Feridas,1,1,Colisão,D091702091,4412cdc1-6be5-4e28-8099-538f5f97a0a6
2017-09-21 21:54:00,-23.566454,-46.675259000000004,2,0,AV BRASIL,Vítimas Feridas,1,1,Colisão,D091702842,f9d0def7-e6f5-4ae9-994c-17dc10155d5d
2017-09-21 20:17:00,-23.627115,-46.735495,2,0,AV GIOVANNI GRONCHI,Vítimas Feridas,1,1,Colisão transversal,D091702959,24306385-f5b7-413f-860e-eb9ef5edcf54
2017-09-21 17:00:00,-23.565344,-46.680073,2,1,AV REBOUCAS,Vítimas Fatais,1,0,Colisão,D091702641,05c3dc72-761c-4078-bd67-f381b026fb73
2017-09-20 21:49:00,-23.560931,-46.522001,2,0,AV JOAO XXIII,Vítimas Feridas,1,1,Colisão,D091702454,0d9584b9-3ccf-498b-bcb0-f8eabfd4f6b2
2017-09-20 18:00:00,-23.575282,-46.725873,1,0,AV BENJAMIM MANSUR,Vítimas Feridas,2,2,Atropelamento,D091700798,4cf42b65-bcdd-4c29-93c7-7ce5152c9a47
2017-09-20 02:23:00,-23.577481,-46.585969,2,0,R CHAMANTA,Vítimas Feridas,1,1,Colisão,D091701409,02227b01-5434-4a6f-a0c2-e47ba25dfd5c
2017-09-19 13:00:00,-23.578262,-46.658865000000006,2,0,R MANUEL DA NOBREGA,Vítimas Feridas,1,1,Colisão,D091702921,f64a3096-643e-4762-98f8-8071fafeb8f3
2017-09-19 10:10:00,-23.662965,-46.781110999999996,2,0,ES DE ITAPECERICA,Vítimas Feridas,1,1,Colisão,D091702039,3ed9d253-4c4a-4b52-92f2-b9b45e8d2c0a
2017-09-17 01:42:00,-23.527271,-46.490132,2,0,AV CALIM EID,Vítimas Feridas,1,1,Colisão,D091701644,393d9f60-6cda-4055-96f0-ad10e941ccc9
2017-09-15 17:57:00,-23.491034,-46.441807,2,0,R SALVADOR DE MEDEIROS,Vítimas Feridas,1,1,Colisão transversal,D091701031,7b1e45f2-0891-4f4f-8e73-9fe55a88f707
2017-09-15 11:30:00,-23.50635,-46.577419,2,0,PC NIPPON,Vítimas Feridas,1,1,Colisão,D091700818,4f09f06d-01bc-4208-8bc4-d9efbd9baea9
2017-09-14 18:45:00,-23.553168,-46.487998,2,0,AV SYLVIO TORRES,Vítimas Feridas,1,1,Colisão,D091701682,8fb6c1bb-a1aa-44db-97f4-d2121818b1e1
2017-09-14 11:50:00,-23.650021,-46.608146000000005,2,1,R FRANCOIS BUNEL,Vítimas Fatais,1,0,Colisão lateral,D091701898,1364cd49-7035-45ae-a984-de889c4704b1
2017-09-14 10:52:00,-23.432482,-46.720139,2,0,AV RAIMUNDO PEREIRA DE MAGALHAES,Vítimas Feridas,1,1,Colisão,D091703817,fb824602-0c17-4ae2-a6ac-85796178d7b8
2017-09-14 09:00:00,-23.533304,-46.564453,2,0,AV CELSO GARCIA,Vítimas Feridas,1,1,Colisão,D091703837,9c7b6281-a2e1-4814-8271-831e08128a08
2017-09-13 07:30:00,-23.569218,-46.715005,2,0,AV VITAL BRASIL,Vítimas Feridas,1,1,Colisão,D091701676,4b8b3664-cfaf-4bbe-9229-4e9f9e6bbfa8
2017-09-12 22:55:00,-23.479195,-46.578487,2,0,AV ROLAND GARROS,Vítimas Feridas,2,2,Colisão,D091702381,9986306a-901c-49e6-9619-18ec1ede3241
2017-09-12 22:05:00,-23.499639000000002,-46.683927000000004,2,0,AV ANTONIO MUNHOZ BONILHA,Vítimas Feridas,1,1,Colisão lateral,D091703847,37c995d0-ab44-4f7c-a9bb-0a887a7798aa
2017-09-12 15:12:00,-23.56982,-46.46052,2,0,AV OSVALDO PUCCI,Vítimas Feridas,1,1,Colisão,D091702769,09b1acb8-e506-47f2-98de-f995e5a060bb
2017-09-12 13:45:00,-23.592571,-46.601163,1,0,R SILVA BUENO,Vítimas Feridas,1,1,Queda bicicleta,D091702340,33877327-e92e-48bf-b4ca-628085d050d2
2017-09-12 11:05:00,-23.457782,-46.626915000000004,2,0,R FRANCISCO INGLES,Vítimas Feridas,1,1,Colisão transversal,D091703671,310a1ed6-d821-4d1a-8a1e-b39544268a6b
2017-09-10 21:46:00,-23.571054,-46.690645,2,0,AV EUSEBIO MATOSO,Vítimas Feridas,1,1,Colisão transversal,D091702538,54abf8d9-63b9-426e-82a9-20718232d3a2
2017-09-10 01:00:00,-23.46774,-46.670136,2,0,AV INAJAR DE SOUZA,Vítimas Feridas,1,1,Colisão,D091700994,49f1bfcd-9546-47cf-a0e4-0dd68030ded8
2017-09-09 19:40:00,-23.498282,-46.374764,2,0,R LAGOA DA CRUZ,Vítimas Feridas,1,1,Colisão,D091700831,395f0332-bc8a-4d84-b37a-6f766fbe1d91
2017-09-09 15:00:00,-23.587747,-46.539598,2,0,R PAULO BENDER,Vítimas Feridas,1,1,Colisão,D091703801,f8c07eca-7bf2-44a0-af32-54e7c2c03b60
2017-09-07 20:30:00,-23.647451,-46.702262,2,0,AV ADOLFO PINHEIRO,Vítimas Feridas,1,1,Colisão,D091703665,e6758ef3-c0d8-41ba-9cde-a82a2ea84b20
2017-09-07 15:30:00,-23.562835,-46.456144,2,0,ES MORRO DOS OLHOS D'AGUA,Vítimas Feridas,1,1,Colisão,D091701767,78643dd7-ea00-4229-abc0-50dd2046398a
2017-09-06 23:58:00,-23.545679999999997,-46.604877,2,0,R WALDEMAR SEYSSEL-P. ARRELIA,Vítimas Feridas,1,1,Colisão,D091702699,d6dc44f5-9f8b-41db-be94-de9dcda26d67
2017-09-06 18:30:00,-23.495509,-46.494009000000005,2,0,R PEDRA LAVRADA,Vítimas Feridas,1,1,Colisão,D091702038,c5636892-faa9-4eee-b6c9-9cc6d111724c
2017-09-06 11:45:00,-23.57385,-46.649406,2,0,R DR RAFAEL DE BARROS,Vítimas Feridas,1,1,Colisão,D091700803,df35f274-2235-4def-aae1-b6cdf8f60061
2017-09-06 00:26:00,-23.476851999999997,-46.705498,2,0,AV FUAD LUTFALLA,Vítimas Feridas,2,2,Colisão,D091701735,9c1c499f-816a-4cbc-9d2d-75ab0e1d9d7f
2017-09-05 10:40:00,-23.621876999999998,-46.679423,2,0,VD PABL AUSTREGESILO DE ATHAYDE,Vítimas Feridas,1,1,Colisão frontal,D091701762,5616133a-ad8e-4ae6-9ddc-85caa1aa3623
2017-09-04 19:30:00,-23.555614000000002,-46.653971000000006,1,0,R HERCULANO DE FREITAS,Vítimas Feridas,1,1,Queda bicicleta,D091704056,f68ab477-22a8-426f-bd08-8ff1af1fb0f0
2017-09-04 14:20:00,-23.444625,-46.735676,2,0,ES DAS TAIPAS,Vítimas Feridas,1,1,Colisão frontal,D091703922,813799d7-b6a8-40aa-8d61-057cdcaf0f5a
2017-09-04 12:40:00,-23.530798,-46.502922,2,0,AV ANTONIO ESTEVAO DE CARVALHO,Vítimas Feridas,1,1,Colisão,D091702326,cec13164-91b2-4cf0-a2da-6dbc0fb23d3f
2017-09-04 11:19:00,-23.567895,-46.47269,2,0,R VENANCIO LISBOA,Vítimas Feridas,1,1,Colisão,D091702198,1dce5d37-7b32-47c4-a2a4-fc756424a138
2017-09-02 00:17:00,-23.688745,-46.634807,2,0,AV SEN VITORINO FREIRE,Vítimas Feridas,1,1,Colisão,D091700972,715a631f-e245-47fc-a57c-26e6e05015a0
2017-09-01 16:30:00,-23.451681,-46.61442,2,0,R VIEIRA DE MELO,Vítimas Feridas,1,1,Colisão,D091701653,ac2b3751-bf04-4b88-9993-598bd4ba0ffb
2017-08-31 12:40:00,-23.568182,-46.678062,2,0,R GROENLANDIA,Vítimas Feridas,1,1,Colisão,D081700874,e949c568-7260-45bb-9230-dc6c990850d6
2017-08-30 22:30:00,-23.497389000000002,-46.503889,2,0,R OLHO D'AGUA DO BORGES,Vítimas Feridas,1,1,Colisão,D081700210,c5044bef-7c19-42da-b49a-4cd05eab84f0
2017-08-30 11:30:00,-23.553362,-46.633349,1,0,R CONS FURTADO,Vítimas Feridas,1,1,Choque,D081700208,187db9f4-0e5d-4d78-8070-905477073284
2017-08-28 22:30:00,-23.552602,-46.599135,2,0,PC CIRO PONTES,Vítimas Feridas,1,1,Colisão transversal,D081700454,1ce99cb8-807f-402b-b7c4-9d8d48e44b0d
2017-08-28 20:48:00,-23.580429000000002,-46.659735999999995,1,0,AV PEDRO ALVARES CABRAL,Vítimas Feridas,1,1,Atropelamento,D081700659,8f63436a-db13-47b8-9da5-6c5de2b8b059
2017-08-28 18:10:00,-23.511907,-46.594851,2,0,R MAGARINOS TORRES,Vítimas Feridas,1,1,Colisão,D081700522,564eba0e-bf07-46c6-989b-4a7d0e4adf0d
2017-08-28 18:00:00,-23.827914,-46.73717,2,0,R UMBERTO RAVELLO,Vítimas Feridas,1,1,Colisão,D081702307,5aaeb80d-ddbd-4bd2-ac5d-9ec2eb2d7e2b
2017-08-27 21:30:00,-23.508221,-46.628679999999996,2,0,AV SANTOS DUMONT,Vítimas Feridas,1,1,Colisão,D081700639,e999e261-b02a-45b8-abf5-3997ced7dd05
2017-08-26 20:46:00,-23.466177,-46.711616,1,1,AV ELISIO TEIXEIRA LEITE,Vítimas Fatais,1,0,Queda bicicleta,D081701554,1e0fd808-9c0f-4faa-9d85-4f1675ee79fb
2017-08-26 13:40:00,-23.524689000000002,-46.674109,2,0,R GUSTAV WILLI BORGHOFF,Vítimas Feridas,1,1,Colisão,D081700058,df9c6168-2c56-4ab5-826e-b4644d630275
2017-08-23 18:20:00,-23.662436,-46.779831,1,0,R SEM DENOMINACAO (CRE),Vítimas Feridas,1,1,Queda bicicleta,D081701074,fd50f47c-64a8-41ca-bbbb-2ba3af2bc866
2017-08-23 11:00:00,-23.535932,-46.657804999999996,1,0,AL BARROS,Vítimas Feridas,1,1,Queda bicicleta,D081701713,7ca765e7-52a9-4a38-b853-9e9b280ddcc6
2017-08-22 18:37:00,-23.477535,-46.645757,2,0,AV DR FRANCISCO RANIERI,Vítimas Feridas,1,1,Colisão lateral,D081702244,861eb9fc-9c84-40f9-a866-77bd9afdf8a0
2017-08-22 16:50:00,-23.608829999999998,-46.663922,2,0,AL DOS JURUPIS,Vítimas Feridas,1,1,Colisão frontal,D081701077,10cb380a-edf7-4916-9c8b-02ff3bc8c1ec
2017-08-22 14:35:00,-23.678721,-46.789445,2,0,R LUIS DE OLIVEIRA,Vítimas Feridas,2,2,Colisão,D081702041,72cfbccb-2a9d-446d-8cde-829fa601b9e3
2017-08-22 13:30:00,-23.546228,-46.644471,2,0,RP SEM DENOMINACAO,Vítimas Feridas,1,1,Colisão lateral,D081700050,bea25a7c-2794-475c-b34d-30fe4cf12574
2017-08-21 12:30:00,-23.541522,-46.574737,2,0,R CEL LUIS AMERICANO,Vítimas Feridas,1,1,Colisão traseira,D081700741,4263d8f8-7b7e-4c6f-bbe7-5a34cc4e475b
2017-08-19 09:44:00,-23.552121,-46.577574,2,0,AV SALIM FARAH MALUF,Vítimas Feridas,1,1,Colisão lateral,D081700082,5e65a8e2-8866-4dfb-abc8-c861d3c5bc96
2017-08-16 10:16:00,-23.590204999999997,-46.644726,2,0,R GASSIPOS,Vítimas Feridas,1,1,Colisão transversal,D081701480,aaa93499-3a11-4e55-b3b1-ae21aedf2f1b
2017-08-15 20:11:00,-23.598369,-46.462631,2,0,AV RAGUEB CHOHFI,Vítimas Feridas,1,1,Colisão transversal,D081700250,e4019696-699c-43be-b0bc-dd7c36ba8c4b
2017-08-15 18:47:00,-23.492718,-46.672416999999996,2,0,R QUARTIM BARBOSA,Vítimas Feridas,1,1,Colisão,D081701749,120cbddf-2f38-44fd-b436-a76de2056382
2017-08-11 12:43:00,-23.499464,-46.61384,2,0,AV LUIZ DUMONT VILLARES,Vítimas Feridas,1,1,Colisão lateral,D081701491,a885ce16-6137-41a4-82ab-7ef60f1b006d
2017-08-09 21:55:00,-23.803191,-46.735634000000005,2,0,R CAROLINA REIMBERG,Vítimas Feridas,1,1,Colisão,D081701035,c409542b-7d51-4be2-b0b2-068fde7880ed
2017-08-09 18:32:00,-23.539271,-46.565002,1,0,R APUCARANA,Vítimas Feridas,1,1,Atropelamento,D081701579,ce589bcd-e1b6-4b3c-94ac-72204671c53e
2017-08-09 18:00:00,-23.460492000000002,-46.585507,2,0,AV PAULO LINCOLN DO VALLE PONTIN,Vítimas Feridas,1,1,Colisão,D081701306,a995f9dc-ade5-410d-b526-f1571fecda9c
2017-08-08 20:30:00,-23.731583999999998,-46.688201,2,0,R JEQUIRITUBA,Vítimas Feridas,1,1,Colisão transversal,D081702342,32659702-de32-4207-99f3-36d69bc70d6f
2017-08-08 11:30:00,-23.549453,-46.653535,2,0,R DA CONSOLACAO,Vítimas Feridas,1,1,Colisão lateral,D081700402,97b6f3ff-4c2e-4489-9485-a023576f09ee
2017-08-07 13:00:00,-23.573021,-46.689778999999994,2,0,AV BRIG FARIA LIMA,Vítimas Feridas,1,1,Colisão,D081700509,9a65886a-7cd2-413a-9be2-81aafaae9901
2017-08-07 11:00:00,-23.502712,-46.748162,2,0,AV ELISIO CORDEIRO DE SIQUEIRA,Vítimas Feridas,1,1,Colisão lateral,D081700062,1ba8fc2b-5d2d-4bb6-8719-eeac4f76c4e2
2017-08-07 10:15:00,-23.481189,-46.708384,2,0,AV FUAD LUTFALLA,Vítimas Feridas,1,1,Colisão lateral,D081700640,9b8e1951-00ff-41fa-9ce5-6c3db9b34dbb
2017-08-06 15:59:00,-23.831672,-46.723079999999996,2,0,ES DA COLONIA,Vítimas Feridas,1,1,Colisão frontal,D081702028,f2a659c3-d372-47d8-9583-0669e914971f
2017-08-06 14:00:00,-23.52409,-46.603502,2,0,R FERREIRA DE OLIVEIRA,Vítimas Feridas,1,1,Colisão,D081700434,22b2cb3c-346f-4dd6-9520-1cd4d0bfc2f8
2017-08-06 11:13:00,-23.457354000000002,-46.605089,2,0,R CORNELIO SERAFIM,Vítimas Feridas,1,1,Colisão lateral,D081701548,db0d4377-acbe-4a62-a22a-16f7d28b9ad4
2017-08-06 09:04:00,-23.588753,-46.402117,2,0,R APOST SIMAO PEDRO,Vítimas Feridas,1,1,Colisão frontal,D081701926,cff2d4b3-02a4-4b18-ae27-183d1a0dfe24
2017-08-05 22:45:00,-23.607951999999997,-46.457566,2,0,R DAS ESTRELAS,Vítimas Feridas,1,1,Colisão,D081701184,b8a744a7-679c-441c-ab9b-505c5a6ee4e0
2017-08-05 22:45:00,-23.514212,-46.495752,2,0,ES DE MOGI DAS CRUZES,Vítimas Feridas,1,1,Colisão transversal,D081700496,80c73005-636f-4e29-9693-259bfa579bae
2017-08-05 21:58:00,-23.506401,-46.602399,2,0,R MANUEL DE ALMEIDA,Vítimas Feridas,1,1,Colisão transversal,D081700680,fa82cf2a-2ba9-4686-9172-36a9a193ffd5
2017-08-05 20:20:00,-23.770309,-46.687805,2,0,R AGENOR KLAUSSNER,Vítimas Feridas,1,1,Colisão,D081700638,2b3a4df2-c890-460d-b578-77eac411a451
2017-08-05 17:10:00,-23.622123000000002,-46.726271999999994,2,0,R DEP LAERCIO CORTE,Vítimas Feridas,1,1,Colisão transversal,D081700756,ca757af4-12ff-475c-bf28-7026a64e3870
2017-08-04 10:50:00,-23.595297,-46.636795,2,0,R DOMINGOS DE MORAIS,Vítimas Feridas,1,1,Colisão transversal,D081700042,b30a4eb3-1aca-4e2f-a3e1-f82e9d29f96a
2017-08-02 19:30:00,-23.671827,-46.787258,3,0,ES DE ITAPECERICA,Vítimas Feridas,1,1,Colisão traseira,D081701478,06e51382-94f8-48b5-9e92-55040751de16
2017-08-01 11:35:00,-23.467855,-46.584058,2,1,AV GUAPIRA,Vítimas Fatais,1,0,Colisão,D081702161,bac6985f-e9bb-48fc-8133-6b50ef794696
2017-08-01 09:40:00,-23.589423999999998,-46.677535,2,0,AV PRES JUSCELINO KUBITSCHEK,Vítimas Feridas,1,1,Colisão transversal,D081702277,a7c8b27d-6b8a-45e2-b474-38ea6ecf452c
2017-07-27 22:20:00,-23.532429,-46.537723,2,0,VD CARLOS DE CAMPOS,Vítimas Feridas,1,1,Colisão,D071700979,430a29bd-13bf-4f9f-9733-8c862d8f0d44
2017-07-26 11:30:00,-23.485120000000002,-46.569426,2,0,R JOTA CARLOS,Vítimas Feridas,1,1,Colisão,D071700709,3a16703e-a7f5-4da0-b305-bd8053a9830a
2017-07-26 01:55:00,-23.568131,-46.62638,2,0,R MUNIZ DE SOUSA,Vítimas Feridas,1,1,Colisão,D071700522,93529ecf-8a5c-465f-b570-ae9cdbf4c113
2017-07-25 14:30:00,-23.542132000000002,-46.479633,2,1,CV ARIETA CALFAT KHOURY FARAH,Vítimas Fatais,1,0,Colisão lateral,D071701102,c9151879-1b0e-4476-b37b-432477a6e8f1
2017-07-24 10:30:00,-23.498186999999998,-46.449709000000006,2,0,AV AFONSO LOPES DE BAIAO,Vítimas Feridas,1,1,Colisão traseira,D071700133,c322038d-ccd9-4701-8a7e-c904cf7f5919
2017-07-23 12:00:00,-23.485505,-46.725803000000006,1,0,R ARCANGELICA,Vítimas Feridas,1,1,Queda bicicleta,D071700337,1ee0a190-8523-4552-bc98-4014fe4d2203
2017-07-20 07:50:00,-23.531932,-46.612459,2,0,R SILVA TELES,Vítimas Feridas,1,1,Colisão,D071700666,4b70f228-337f-4b9e-84e4-0dff2bf96331
2017-07-19 22:47:00,-23.47467,-46.584751000000004,1,1,R TANQUE VELHO,Vítimas Fatais,1,0,Queda bicicleta,D071700988,5290f4ed-5091-4ae6-9555-6f9cd88174a1
2017-07-17 23:00:00,-23.606713,-46.679474,2,0,R CALIFORNIA,Vítimas Feridas,1,1,Colisão transversal,D071700201,7d398a4b-05ca-4a76-a83d-72ccb86517bb
2017-07-17 19:49:00,-23.641616,-46.698251,2,0,AV ADOLFO PINHEIRO,Vítimas Feridas,1,1,Colisão lateral,D071700624,e07310af-fb90-45cc-9f60-8b81ccd94242
2017-07-17 18:26:00,-23.494598999999997,-46.594516999999996,2,0,R ALDEIA VINTE DE SETEMBRO,Vítimas Feridas,1,1,Colisão,D071700437,4ac576a2-d9b5-43d3-87f0-4ef962d65df9
2017-07-17 10:05:00,-23.533192,-46.450996,2,0,R PROF BRITO MACHADO,Vítimas Feridas,1,1,Colisão transversal,D071700856,dc525816-700a-4f37-be58-f25cf2e358ba
2017-07-16 07:30:00,-23.548810999999997,-46.643753000000004,3,0,R MARTINS FONTES,Vítimas Feridas,1,1,Colisão,D071700930,71cabc3c-0825-4119-881e-eaee759494c0
2017-07-13 23:30:00,-23.542317999999998,-46.478555,2,0,R SEM DENOMINACAO,Vítimas Feridas,1,1,Colisão,D071700389,dc6c490d-46d4-4733-a5d3-fc653b5e6753
2017-07-13 02:00:00,-23.493178,-46.383464000000004,1,0,R MANUEL LEMES DA SILVA,Vítimas Feridas,1,1,Queda bicicleta,D071700680,aaccd1ee-fd2f-4e34-9772-9f8701658323
2017-07-12 18:27:00,-23.563924,-46.752889,2,0,AV ESCOLA POLITECNICA,Vítimas Feridas,1,1,Colisão,D071701010,284a51da-6a31-460b-ae16-3c234b8e5df3
2017-07-12 16:03:00,-23.469976000000003,-46.670299,1,0,AV INAJAR DE SOUZA,Vítimas Feridas,1,1,Queda bicicleta,D071700996,2e207f83-977e-45e7-b642-2eeddef0eea4
2017-07-10 18:00:00,-23.496834,-46.704116,2,0,R CECILIA DA SILVA,Vítimas Feridas,1,1,Colisão,D071700597,5cb9581f-53aa-4aba-b4bd-0d381139c478
2017-07-09 18:00:00,-23.61805,-46.701887,2,0,AC DIR A AV MARG DO RIO PINHEIROS,Vítimas Feridas,1,1,Colisão,D071700958,18dd1a21-04b7-4d4c-919e-d9f8440713c1
2017-07-09 07:40:00,-23.661975,-46.662133000000004,2,1,R JUAN DE LA CRUZ,Vítimas Fatais,1,0,Colisão traseira,D071700350,be3d86dd-eb4b-4545-9e89-627229ab0bac
